"","COM","n"
"5566","21575",2
"5567","21576",4
"5568","21577",9
"5569","21578",1
"5570","21579",4
"5571","21582",1
"5572","21584",14
"5573","21585",8
"5574","21586",1
"5575","21588",2
"5576","21589",2
"5577","21590",14
"5578","21591",5
"5579","21592",3
"5580","21594",2
"5581","21595",2
"5582","21596",1
"5583","21599",12
"5584","21601",1
"5585","21603",21
"5586","21604",2
"5587","21605",18
"5588","21606",13
"5589","21607",14
"5590","21608",1
"5591","21609",3
"5592","21610",4
"5593","21611",4
"5594","21612",2
"5595","21613",3
"5596","21614",2
"5597","21616",1
"5598","21617",47
"5599","21618",1
"5600","21620",1
"5601","21621",2
"5602","21623",8
"5603","21624",4
"5604","21625",2
"5605","21629",1
"5606","21630",1
"5607","21632",4
"5608","21634",3
"5609","21636",1
"5610","21637",1
"5611","21638",6
"5612","21639",5
"5613","21641",2
"5614","21642",4
"5615","21643",3
"5616","21644",2
"5617","21645",2
"5618","21647",2
"5619","21648",2
"5620","21650",1
"5621","21651",1
"5622","21652",2
"5623","21655",2
"5624","21656",6
"5625","21657",10
"5626","21659",1
"5627","21661",12
"5628","21663",6
"5629","21666",3
"5630","21667",4
"5631","21670",2
"5632","21673",3
"5633","21674",1
"5634","21676",3
"5635","21677",2
"5636","21680",2
"5637","21682",1
"5638","21683",3
"5639","21684",5
"5640","21685",1
"5641","21689",2
"5642","21690",1
"5643","21691",1
"5644","21692",2
"5645","21693",1
"5646","21696",1
"5647","21698",3
"5648","21699",4
"5649","21703",1
"5650","21705",1
"5651","21707",1
"5652","21708",3
"5653","21709",2
"5654","21710",8
"5655","21712",3
"5656","21713",1
"5657","21714",10
"5658","21716",1
"5659","22001",1
"5660","22002",4
"5661","22003",3
"5662","22004",16
"5663","22005",4
"5664","22006",2
"5665","22008",7
"5666","22011",3
"5667","22012",5
"5668","22013",12
"5669","22014",3
"5670","22015",12
"5671","22016",7
"5672","22018",4
"5673","22019",3
"5674","22020",10
"5675","22021",9
"5676","22023",1
"5677","22024",2
"5678","22025",12
"5679","22026",5
"5680","22027",2
"5681","22028",4
"5682","22029",2
"5683","22030",6
"5684","22031",5
"5685","22032",6
"5686","22033",4
"5687","22034",8
"5688","22035",10
"5689","22037",2
"5690","22038",4
"5691","22041",1
"5692","22042",5
"5693","22043",1
"5694","22044",6
"5695","22045",1
"5696","22046",16
"5697","22047",9
"5698","22048",16
"5699","22049",5
"5700","22050",99
"5701","22052",4
"5702","22053",4
"5703","22054",18
"5704","22055",49
"5705","22056",8
"5706","22057",3
"5707","22059",7
"5708","22060",3
"5709","22061",9
"5710","22062",2
"5711","22063",2
"5712","22064",3
"5713","22065",8
"5714","22067",7
"5715","22068",3
"5716","22069",1
"5717","22070",33
"5718","22071",3
"5719","22072",2
"5720","22073",2
"5721","22074",4
"5722","22075",3
"5723","22076",8
"5724","22077",3
"5725","22078",1
"5726","22079",7
"5727","22081",25
"5728","22082",6
"5729","22083",3
"5730","22084",17
"5731","22085",2
"5732","22086",9
"5733","22087",3
"5734","22088",2
"5735","22090",4
"5736","22091",1
"5737","22093",67
"5738","22094",11
"5739","22095",1
"5740","22096",5
"5741","22097",4
"5742","22098",7
"5743","22099",3
"5744","22100",2
"5745","22101",5
"5746","22103",8
"5747","22104",4
"5748","22105",12
"5749","22106",45
"5750","22107",12
"5751","22109",3
"5752","22111",2
"5753","22112",2
"5754","22113",92
"5755","22114",5
"5756","22115",2
"5757","22116",6
"5758","22117",12
"5759","22118",24
"5760","22119",3
"5761","22121",8
"5762","22122",3
"5763","22124",2
"5764","22126",1
"5765","22127",12
"5766","22128",3
"5767","22131",4
"5768","22132",5
"5769","22134",19
"5770","22135",15
"5771","22136",39
"5772","22137",9
"5773","22138",2
"5774","22140",4
"5775","22141",2
"5776","22143",9
"5777","22144",5
"5778","22145",3
"5779","22146",11
"5780","22147",7
"5781","22148",1
"5782","22149",1
"5783","22150",3
"5784","22152",2
"5785","22153",3
"5786","22154",5
"5787","22155",10
"5788","22156",4
"5789","22158",11
"5790","22160",3
"5791","22161",13
"5792","22162",48
"5793","22163",4
"5794","22164",6
"5795","22166",12
"5796","22168",42
"5797","22169",1
"5798","22170",3
"5799","22171",23
"5800","22172",13
"5801","22173",16
"5802","22174",4
"5803","22175",10
"5804","22176",26
"5805","22177",5
"5806","22178",2
"5807","22179",11
"5808","22180",5
"5809","22181",3
"5810","22182",18
"5811","22183",11
"5812","22184",4
"5813","22185",9
"5814","22186",36
"5815","22187",84
"5816","22188",4
"5817","22189",5
"5818","22190",23
"5819","22193",10
"5820","22194",21
"5821","22195",13
"5822","22196",7
"5823","22197",19
"5824","22198",18
"5825","22199",1
"5826","22200",1
"5827","22201",2
"5828","22202",6
"5829","22203",11
"5830","22204",6
"5831","22205",1
"5832","22206",11
"5833","22207",8
"5834","22208",12
"5835","22209",17
"5836","22210",23
"5837","22211",20
"5838","22212",7
"5839","22213",24
"5840","22214",18
"5841","22215",51
"5842","22216",3
"5843","22217",5
"5844","22218",8
"5845","22219",8
"5846","22220",11
"5847","22221",6
"5848","22222",26
"5849","22223",5
"5850","22224",6
"5851","22225",30
"5852","22226",16
"5853","22227",6
"5854","22228",2
"5855","22229",6
"5856","22231",3
"5857","22232",14
"5858","22233",8
"5859","22234",4
"5860","22235",1
"5861","22236",2
"5862","22237",7
"5863","22238",4
"5864","22239",9
"5865","22240",6
"5866","22241",5
"5867","22242",13
"5868","22243",8
"5869","22244",3
"5870","22245",4
"5871","22246",7
"5872","22247",5
"5873","22248",6
"5874","22249",4
"5875","22250",5
"5876","22251",28
"5877","22254",8
"5878","22255",3
"5879","22256",6
"5880","22258",11
"5881","22259",21
"5882","22260",3
"5883","22261",1
"5884","22262",11
"5885","22263",2
"5886","22264",8
"5887","22265",8
"5888","22266",11
"5889","22267",1
"5890","22268",1
"5891","22271",3
"5892","22272",12
"5893","22273",17
"5894","22274",8
"5895","22275",5
"5896","22276",1
"5897","22277",8
"5898","22278",167
"5899","22279",5
"5900","22280",5
"5901","22281",8
"5902","22282",21
"5903","22283",6
"5904","22284",4
"5905","22285",2
"5906","22286",6
"5907","22287",5
"5908","22288",3
"5909","22289",2
"5910","22291",1
"5911","22293",2
"5912","22294",1
"5913","22296",3
"5914","22299",9
"5915","22300",3
"5916","22302",9
"5917","22304",3
"5918","22305",2
"5919","22306",1
"5920","22307",6
"5921","22308",1
"5922","22309",1
"5923","22310",3
"5924","22311",5
"5925","22313",1
"5926","22315",3
"5927","22316",4
"5928","22317",2
"5929","22319",5
"5930","22321",8
"5931","22323",4
"5932","22324",10
"5933","22325",16
"5934","22326",3
"5935","22327",7
"5936","22328",1
"5937","22330",4
"5938","22332",6
"5939","22333",3
"5940","22334",1
"5941","22335",2
"5942","22337",3
"5943","22338",4
"5944","22339",22
"5945","22340",7
"5946","22341",1
"5947","22342",1
"5948","22343",30
"5949","22344",5
"5950","22345",1
"5951","22346",2
"5952","22347",3
"5953","22348",2
"5954","22349",11
"5955","22350",2
"5956","22351",7
"5957","22352",1
"5958","22353",15
"5959","22354",1
"5960","22356",4
"5961","22358",1
"5962","22359",4
"5963","22360",41
"5964","22361",6
"5965","22362",14
"5966","22363",5
"5967","22364",13
"5968","22365",1
"5969","22366",1
"5970","22368",4
"5971","22369",4
"5972","22370",2
"5973","22371",6
"5974","22372",13
"5975","22373",1
"5976","22375",4
"5977","22376",5
"5978","22377",7
"5979","22378",1
"5980","22379",11
"5981","22380",3
"5982","22381",3
"5983","22384",3
"5984","22385",7
"5985","22386",5
"5986","22387",5
"5987","22388",6
"5988","22389",28
"5989","22390",2
"5990","22391",1
"5991","23001",6
"5992","23002",6
"5993","23003",1
"5994","23004",3
"5995","23007",4
"5996","23008",19
"5997","23009",1
"5998","23010",1
"5999","23012",1
"6000","23013",13
"6001","23015",5
"6002","23016",1
"6003","23017",1
"6004","23020",1
"6005","23021",4
"6006","23022",2
"6007","23024",1
"6008","23025",9
"6009","23026",2
"6010","23028",1
"6011","23029",1
"6012","23030",9
"6013","23031",6
"6014","23032",3
"6015","23033",1
"6016","23035",1
"6017","23036",3
"6018","23038",2
"6019","23039",2
"6020","23041",2
"6021","23045",4
"6022","23047",1
"6023","23048",3
"6024","23049",1
"6025","23052",3
"6026","23054",1
"6027","23056",7
"6028","23057",1
"6029","23059",1
"6030","23060",1
"6031","23061",7
"6032","23062",1
"6033","23064",3
"6034","23065",1
"6035","23066",2
"6036","23067",2
"6037","23068",3
"6038","23069",5
"6039","23070",6
"6040","23071",1
"6041","23072",2
"6042","23073",1
"6043","23074",1
"6044","23075",7
"6045","23076",10
"6046","23077",5
"6047","23078",1
"6048","23079",10
"6049","23082",5
"6050","23083",1
"6051","23086",2
"6052","23087",4
"6053","23089",3
"6054","23090",4
"6055","23091",1
"6056","23092",2
"6057","23093",7
"6058","23095",7
"6059","23096",59
"6060","23099",3
"6061","23100",1
"6062","23101",3
"6063","23102",3
"6064","23103",2
"6065","23104",2
"6066","23105",2
"6067","23108",1
"6068","23109",3
"6069","23110",1
"6070","23112",5
"6071","23113",2
"6072","23114",1
"6073","23115",2
"6074","23116",3
"6075","23118",1
"6076","23120",3
"6077","23121",2
"6078","23123",1
"6079","23124",3
"6080","23128",1
"6081","23130",1
"6082","23131",7
"6083","23132",1
"6084","23136",1
"6085","23137",3
"6086","23138",1
"6087","23139",6
"6088","23141",1
"6089","23143",3
"6090","23145",2
"6091","23146",1
"6092","23147",2
"6093","23148",1
"6094","23149",5
"6095","23150",1
"6096","23151",2
"6097","23152",1
"6098","23154",5
"6099","23155",1
"6100","23156",1
"6101","23157",1
"6102","23159",3
"6103","23164",3
"6104","23165",3
"6105","23166",1
"6106","23167",2
"6107","23168",7
"6108","23169",3
"6109","23170",1
"6110","23172",1
"6111","23173",1
"6112","23174",3
"6113","23175",1
"6114","23176",24
"6115","23177",4
"6116","23179",1
"6117","23182",3
"6118","23187",1
"6119","23188",2
"6120","23189",7
"6121","23192",9
"6122","23193",11
"6123","23195",3
"6124","23196",1
"6125","23197",4
"6126","23199",2
"6127","23201",1
"6128","23202",2
"6129","23203",2
"6130","23205",1
"6131","23206",3
"6132","23207",1
"6133","23208",1
"6134","23209",1
"6135","23210",2
"6136","23211",2
"6137","23212",2
"6138","23213",2
"6139","23214",4
"6140","23216",1
"6141","23217",2
"6142","23218",1
"6143","23219",7
"6144","23220",4
"6145","23221",1
"6146","23222",1
"6147","23227",1
"6148","23228",2
"6149","23230",1
"6150","23235",2
"6151","23236",1
"6152","23238",3
"6153","23239",3
"6154","23240",2
"6155","23241",1
"6156","23244",9
"6157","23245",5
"6158","23246",1
"6159","23247",5
"6160","23249",2
"6161","23250",1
"6162","23254",2
"6163","23255",1
"6164","23257",2
"6165","23258",1
"6166","23262",1
"6167","23263",1
"6168","23264",1
"6169","24001",8
"6170","24002",7
"6171","24004",2
"6172","24005",1
"6173","24006",1
"6174","24007",2
"6175","24008",2
"6176","24009",4
"6177","24010",12
"6178","24011",16
"6179","24012",1
"6180","24014",1
"6181","24015",3
"6182","24016",4
"6183","24018",5
"6184","24019",2
"6185","24020",6
"6186","24021",3
"6187","24022",2
"6188","24023",3
"6189","24025",4
"6190","24026",20
"6191","24027",2
"6192","24028",14
"6193","24029",3
"6194","24031",2
"6195","24032",4
"6196","24034",2
"6197","24035",20
"6198","24037",136
"6199","24038",3
"6200","24039",1
"6201","24040",5
"6202","24042",5
"6203","24043",2
"6204","24045",2
"6205","24046",2
"6206","24048",1
"6207","24050",4
"6208","24051",1
"6209","24052",1
"6210","24053",59
"6211","24054",2
"6212","24055",2
"6213","24058",3
"6214","24061",1
"6215","24063",1
"6216","24064",22
"6217","24067",23
"6218","24068",12
"6219","24069",1
"6220","24070",6
"6221","24073",1
"6222","24074",4
"6223","24075",4
"6224","24076",5
"6225","24077",3
"6226","24080",5
"6227","24081",6
"6228","24082",12
"6229","24083",7
"6230","24084",1
"6231","24085",2
"6232","24086",6
"6233","24087",5
"6234","24089",4
"6235","24090",2
"6236","24091",13
"6237","24094",2
"6238","24095",6
"6239","24096",7
"6240","24097",3
"6241","24098",15
"6242","24100",4
"6243","24101",3
"6244","24102",25
"6245","24104",4
"6246","24105",3
"6247","24106",5
"6248","24107",2
"6249","24108",5
"6250","24115",9
"6251","24116",1
"6252","24117",5
"6253","24119",3
"6254","24120",2
"6255","24121",1
"6256","24123",3
"6257","24124",1
"6258","24126",2
"6259","24128",1
"6260","24129",4
"6261","24130",1
"6262","24132",3
"6263","24133",6
"6264","24134",8
"6265","24135",7
"6266","24136",1
"6267","24137",8
"6268","24138",44
"6269","24139",14
"6270","24140",13
"6271","24141",1
"6272","24142",10
"6273","24143",5
"6274","24144",1
"6275","24145",14
"6276","24146",3
"6277","24147",8
"6278","24150",6
"6279","24151",2
"6280","24152",8
"6281","24153",4
"6282","24154",3
"6283","24155",3
"6284","24156",12
"6285","24157",3
"6286","24158",2
"6287","24159",2
"6288","24160",5
"6289","24161",3
"6290","24162",2
"6291","24163",1
"6292","24164",4
"6293","24165",2
"6294","24167",26
"6295","24170",1
"6296","24171",3
"6297","24172",19
"6298","24174",1
"6299","24175",1
"6300","24176",1
"6301","24177",1
"6302","24179",5
"6303","24180",1
"6304","24182",13
"6305","24183",3
"6306","24186",3
"6307","24188",3
"6308","24189",7
"6309","24191",1
"6310","24192",1
"6311","24194",6
"6312","24196",5
"6313","24197",4
"6314","24198",1
"6315","24199",7
"6316","24200",3
"6317","24205",7
"6318","24206",2
"6319","24207",7
"6320","24209",2
"6321","24210",9
"6322","24211",2
"6323","24212",8
"6324","24214",5
"6325","24216",3
"6326","24217",4
"6327","24218",6
"6328","24220",3
"6329","24221",2
"6330","24222",14
"6331","24223",17
"6332","24224",7
"6333","24225",24
"6334","24226",8
"6335","24227",8
"6336","24228",5
"6337","24229",11
"6338","24231",1
"6339","24232",2
"6340","24234",2
"6341","24236",3
"6342","24237",6
"6343","24238",2
"6344","24241",2
"6345","24242",1
"6346","24243",10
"6347","24244",1
"6348","24245",4
"6349","24246",3
"6350","24247",2
"6351","24248",2
"6352","24249",2
"6353","24251",4
"6354","24252",6
"6355","24253",11
"6356","24255",5
"6357","24256",31
"6358","24257",3
"6359","24259",7
"6360","24260",3
"6361","24261",4
"6362","24263",1
"6363","24264",13
"6364","24266",6
"6365","24267",2
"6366","24268",8
"6367","24269",4
"6368","24271",2
"6369","24272",6
"6370","24273",5
"6371","24274",1
"6372","24276",7
"6373","24277",2
"6374","24278",1
"6375","24280",8
"6376","24281",4
"6377","24282",3
"6378","24285",4
"6379","24286",4
"6380","24287",1
"6381","24288",1
"6382","24289",10
"6383","24290",1
"6384","24291",33
"6385","24292",5
"6386","24293",3
"6387","24294",30
"6388","24295",7
"6389","24296",10
"6390","24297",4
"6391","24299",16
"6392","24300",2
"6393","24301",5
"6394","24302",3
"6395","24303",4
"6396","24304",6
"6397","24305",2
"6398","24306",2
"6399","24307",4
"6400","24308",4
"6401","24309",19
"6402","24311",19
"6403","24312",35
"6404","24313",1
"6405","24314",1
"6406","24316",10
"6407","24318",3
"6408","24319",2
"6409","24320",6
"6410","24321",1
"6411","24322",141
"6412","24323",1
"6413","24324",1
"6414","24325",2
"6415","24327",1
"6416","24328",10
"6417","24329",6
"6418","24330",13
"6419","24331",6
"6420","24334",4
"6421","24335",16
"6422","24336",4
"6423","24337",1
"6424","24338",2
"6425","24340",25
"6426","24341",6
"6427","24345",8
"6428","24346",1
"6429","24348",7
"6430","24350",10
"6431","24351",3
"6432","24352",24
"6433","24353",3
"6434","24354",18
"6435","24355",6
"6436","24356",19
"6437","24357",4
"6438","24359",1
"6439","24360",6
"6440","24361",2
"6441","24362",21
"6442","24364",5
"6443","24365",4
"6444","24366",5
"6445","24367",2
"6446","24370",11
"6447","24371",3
"6448","24372",32
"6449","24373",5
"6450","24374",2
"6451","24375",3
"6452","24376",5
"6453","24378",1
"6454","24379",3
"6455","24380",4
"6456","24381",3
"6457","24383",1
"6458","24385",4
"6459","24388",3
"6460","24390",7
"6461","24391",2
"6462","24392",6
"6463","24393",1
"6464","24394",1
"6465","24395",4
"6466","24396",16
"6467","24397",1
"6468","24398",6
"6469","24401",1
"6470","24403",1
"6471","24404",3
"6472","24405",4
"6473","24407",1
"6474","24408",1
"6475","24409",4
"6476","24410",3
"6477","24411",3
"6478","24412",8
"6479","24413",1
"6480","24415",2
"6481","24417",3
"6482","24418",3
"6483","24419",9
"6484","24421",1
"6485","24423",1
"6486","24424",1
"6487","24425",3
"6488","24426",1
