"","COM","n"
"15670","53075",2
"15671","53076",2
"15672","53077",7
"15673","53078",4
"15674","53080",3
"15675","53082",2
"15676","53083",2
"15677","53084",20
"15678","53085",1
"15679","53088",4
"15680","53089",3
"15681","53090",1
"15682","53091",1
"15683","53092",1
"15684","53094",11
"15685","53096",25
"15686","53097",30
"15687","53098",2
"15688","53099",8
"15689","53100",6
"15690","53101",7
"15691","53103",11
"15692","53104",3
"15693","53105",2
"15694","53106",2
"15695","53107",4
"15696","53108",5
"15697","53109",3
"15698","53110",13
"15699","53112",3
"15700","53113",2
"15701","53116",1
"15702","53117",1
"15703","53118",1
"15704","53119",18
"15705","53120",2
"15706","53121",3
"15707","53122",2
"15708","53123",10
"15709","53124",8
"15710","53125",3
"15711","53126",3
"15712","53127",11
"15713","53128",3
"15714","53129",1
"15715","53130",179
"15716","53131",1
"15717","53132",6
"15718","53133",3
"15719","53135",2
"15720","53136",4
"15721","53137",8
"15722","53138",1
"15723","53139",2
"15724","53140",25
"15725","53141",7
"15726","53142",1
"15727","53143",2
"15728","53144",1
"15729","53145",2
"15730","53146",11
"15731","53147",41
"15732","53148",1
"15733","53150",8
"15734","53151",5
"15735","53152",15
"15736","53153",4
"15737","53154",3
"15738","53155",7
"15739","53156",1
"15740","53157",7
"15741","53158",2
"15742","53159",2
"15743","53160",1
"15744","53161",12
"15745","53162",1
"15746","53163",1
"15747","53164",1
"15748","53165",2
"15749","53168",2
"15750","53170",4
"15751","53172",2
"15752","53173",1
"15753","53174",3
"15754","53175",3
"15755","53177",2
"15756","53178",1
"15757","53179",2
"15758","53180",2
"15759","53181",2
"15760","53182",4
"15761","53185",5
"15762","53186",12
"15763","53188",4
"15764","53190",1
"15765","53192",1
"15766","53193",5
"15767","53195",1
"15768","53197",5
"15769","53198",2
"15770","53200",4
"15771","53201",48
"15772","53203",2
"15773","53204",2
"15774","53207",3
"15775","53208",2
"15776","53209",3
"15777","53210",8
"15778","53211",2
"15779","53212",3
"15780","53213",1
"15781","53215",13
"15782","53216",1
"15783","53218",3
"15784","53219",3
"15785","53221",1
"15786","53222",2
"15787","53223",1
"15788","53224",3
"15789","53225",1
"15790","53226",6
"15791","53228",1
"15792","53229",11
"15793","53231",3
"15794","53232",1
"15795","53233",3
"15796","53234",1
"15797","53235",2
"15798","53237",5
"15799","53238",3
"15800","53239",2
"15801","53240",2
"15802","53241",4
"15803","53242",2
"15804","53243",8
"15805","53245",6
"15806","53246",7
"15807","53247",12
"15808","53248",1
"15809","53249",1
"15810","53253",1
"15811","53254",2
"15812","53255",9
"15813","53256",2
"15814","53257",2
"15815","53259",2
"15816","53260",1
"15817","53261",2
"15818","53262",4
"15819","53264",1
"15820","53265",4
"15821","53266",2
"15822","53267",4
"15823","53269",2
"15824","53271",8
"15825","53273",5
"15826","53274",2
"15827","53276",5
"15828","54001",2
"15829","54004",1
"15830","54005",1
"15831","54006",1
"15832","54007",3
"15833","54008",3
"15834","54009",2
"15835","54010",2
"15836","54012",2
"15837","54018",2
"15838","54020",1
"15839","54021",1
"15840","54022",1
"15841","54023",4
"15842","54024",1
"15843","54025",5
"15844","54027",4
"15845","54028",15
"15846","54029",12
"15847","54030",1
"15848","54031",2
"15849","54032",1
"15850","54034",1
"15851","54035",3
"15852","54036",1
"15853","54037",2
"15854","54038",1
"15855","54039",16
"15856","54040",7
"15857","54041",1
"15858","54042",1
"15859","54043",7
"15860","54044",1
"15861","54045",7
"15862","54046",1
"15863","54047",1
"15864","54048",2
"15865","54049",3
"15866","54051",5
"15867","54054",10
"15868","54055",3
"15869","54057",1
"15870","54059",4
"15871","54060",7
"15872","54061",1
"15873","54062",5
"15874","54063",1
"15875","54065",5
"15876","54066",1
"15877","54070",1
"15878","54071",2
"15879","54072",2
"15880","54073",1
"15881","54075",3
"15882","54076",20
"15883","54077",5
"15884","54079",17
"15885","54080",5
"15886","54081",1
"15887","54082",1
"15888","54084",2
"15889","54085",1
"15890","54086",3
"15891","54088",2
"15892","54089",6
"15893","54090",14
"15894","54091",2
"15895","54092",1
"15896","54093",1
"15897","54095",1
"15898","54096",1
"15899","54098",2
"15900","54099",41
"15901","54100",3
"15902","54102",6
"15903","54103",1
"15904","54104",1
"15905","54106",1
"15906","54109",5
"15907","54110",1
"15908","54111",12
"15909","54112",5
"15910","54113",12
"15911","54114",3
"15912","54115",27
"15913","54116",14
"15914","54118",4
"15915","54119",1
"15916","54120",2
"15917","54122",2
"15918","54123",8
"15919","54126",1
"15920","54127",1
"15921","54128",1
"15922","54129",4
"15923","54130",1
"15924","54131",6
"15925","54133",2
"15926","54135",5
"15927","54136",7
"15928","54137",4
"15929","54138",17
"15930","54139",1
"15931","54141",2
"15932","54142",1
"15933","54145",4
"15934","54146",2
"15935","54147",1
"15936","54148",3
"15937","54149",8
"15938","54150",19
"15939","54151",3
"15940","54152",12
"15941","54154",1
"15942","54155",2
"15943","54157",21
"15944","54159",39
"15945","54160",1
"15946","54161",2
"15947","54162",5
"15948","54164",1
"15949","54165",12
"15950","54167",10
"15951","54168",1
"15952","54171",6
"15953","54173",2
"15954","54174",21
"15955","54175",1
"15956","54176",2
"15957","54177",1
"15958","54179",2
"15959","54182",2
"15960","54183",1
"15961","54184",53
"15962","54186",8
"15963","54187",2
"15964","54188",2
"15965","54189",3
"15966","54190",1
"15967","54192",2
"15968","54194",2
"15969","54196",13
"15970","54197",12
"15971","54198",2
"15972","54199",3
"15973","54200",1
"15974","54201",2
"15975","54202",3
"15976","54204",1
"15977","54205",12
"15978","54206",2
"15979","54208",1
"15980","54210",1
"15981","54212",1
"15982","54213",2
"15983","54214",6
"15984","54215",39
"15985","54216",1
"15986","54217",1
"15987","54219",1
"15988","54220",1
"15989","54221",1
"15990","54222",8
"15991","54224",2
"15992","54225",2
"15993","54227",5
"15994","54229",2
"15995","54230",1
"15996","54232",16
"15997","54234",3
"15998","54235",3
"15999","54237",1
"16000","54238",2
"16001","54241",1
"16002","54243",2
"16003","54244",1
"16004","54245",1
"16005","54246",2
"16006","54249",2
"16007","54250",1
"16008","54252",2
"16009","54253",2
"16010","54254",8
"16011","54255",1
"16012","54256",1
"16013","54257",27
"16014","54258",1
"16015","54259",2
"16016","54260",6
"16017","54261",19
"16018","54262",4
"16019","54263",25
"16020","54265",10
"16021","54266",2
"16022","54268",1
"16023","54270",11
"16024","54272",2
"16025","54273",33
"16026","54274",41
"16027","54276",6
"16028","54277",2
"16029","54278",1
"16030","54279",5
"16031","54280",31
"16032","54281",2
"16033","54282",1
"16034","54283",4
"16035","54284",3
"16036","54286",5
"16037","54287",3
"16038","54288",3
"16039","54289",1
"16040","54291",1
"16041","54292",1
"16042","54294",1
"16043","54295",3
"16044","54296",4
"16045","54300",26
"16046","54301",1
"16047","54302",7
"16048","54303",2
"16049","54304",70
"16050","54305",17
"16051","54306",1
"16052","54307",1
"16053","54308",1
"16054","54309",2
"16055","54311",1
"16056","54312",6
"16057","54314",21
"16058","54315",5
"16059","54316",1
"16060","54318",26
"16061","54320",1
"16062","54321",9
"16063","54322",19
"16064","54323",56
"16065","54325",1
"16066","54326",1
"16067","54327",3
"16068","54328",43
"16069","54329",84
"16070","54330",5
"16071","54331",1
"16072","54332",6
"16073","54333",1
"16074","54335",1
"16075","54336",5
"16076","54338",3
"16077","54339",39
"16078","54340",2
"16079","54343",2
"16080","54344",1
"16081","54345",2
"16082","54346",1
"16083","54348",1
"16084","54350",1
"16085","54351",14
"16086","54352",6
"16087","54353",3
"16088","54355",4
"16089","54357",53
"16090","54358",1
"16091","54360",2
"16092","54362",4
"16093","54364",6
"16094","54365",1
"16095","54366",12
"16096","54367",6
"16097","54369",10
"16098","54370",1
"16099","54371",5
"16100","54373",6
"16101","54374",2
"16102","54375",8
"16103","54376",4
"16104","54377",1
"16105","54378",3
"16106","54380",1
"16107","54382",23
"16108","54383",3
"16109","54385",8
"16110","54390",1
"16111","54391",9
"16112","54392",2
"16113","54393",2
"16114","54395",316
"16115","54396",1
"16116","54397",33
"16117","54398",1
"16118","54399",1
"16119","54400",10
"16120","54403",6
"16121","54405",2
"16122","54410",4
"16123","54411",1
"16124","54413",2
"16125","54414",1
"16126","54415",9
"16127","54416",1
"16128","54421",2
"16129","54422",2
"16130","54423",1
"16131","54424",1
"16132","54425",10
"16133","54426",4
"16134","54427",2
"16135","54428",2
"16136","54429",3
"16137","54430",27
"16138","54431",65
"16139","54432",10
"16140","54433",4
"16141","54434",2
"16142","54435",4
"16143","54437",9
"16144","54438",1
"16145","54439",35
"16146","54441",1
"16147","54445",3
"16148","54449",4
"16149","54451",20
"16150","54453",1
"16151","54456",5
"16152","54459",10
"16153","54462",15
"16154","54463",1
"16155","54465",3
"16156","54467",2
"16157","54469",1
"16158","54471",1
"16159","54472",4
"16160","54473",3
"16161","54474",1
"16162","54475",1
"16163","54478",1
"16164","54479",1
"16165","54481",1
"16166","54482",49
"16167","54483",40
"16168","54486",2
"16169","54489",1
"16170","54490",9
"16171","54492",1
"16172","54493",4
"16173","54494",1
"16174","54495",20
"16175","54498",22
"16176","54499",2
"16177","54501",2
"16178","54502",1
"16179","54504",1
"16180","54505",3
"16181","54506",2
"16182","54507",1
"16183","54508",4
"16184","54509",7
"16185","54510",5
"16186","54511",1
"16187","54513",5
"16188","54515",2
"16189","54517",1
"16190","54518",4
"16191","54519",1
"16192","54520",4
"16193","54521",7
"16194","54522",2
"16195","54524",2
"16196","54525",2
"16197","54526",46
"16198","54527",6
"16199","54528",81
"16200","54533",10
"16201","54534",1
"16202","54535",1
"16203","54536",8
"16204","54537",2
"16205","54538",2
"16206","54540",1
"16207","54541",3
"16208","54542",11
"16209","54544",2
"16210","54545",1
"16211","54546",3
"16212","54547",143
"16213","54548",3
"16214","54549",17
"16215","54552",2
"16216","54553",2
"16217","54554",1
"16218","54555",1
"16219","54556",1
"16220","54557",7
"16221","54558",3
"16222","54559",1
"16223","54562",1
"16224","54563",6
"16225","54564",1
"16226","54565",1
"16227","54566",1
"16228","54569",2
"16229","54570",1
"16230","54571",1
"16231","54572",1
"16232","54573",1
"16233","54574",2
"16234","54575",9
"16235","54576",1
"16236","54577",1
"16237","54578",47
"16238","54579",2
"16239","54580",23
"16240","54581",1
"16241","54582",2
"16242","54583",2
"16243","54584",5
"16244","54585",5
"16245","54586",3
"16246","54589",1
"16247","54590",2
"16248","54592",1
"16249","54593",1
"16250","54594",2
"16251","54596",3
"16252","54597",5
"16253","54598",1
"16254","54600",1
"16255","55001",2
"16256","55002",1
"16257","55007",2
"16258","55008",2
"16259","55009",2
"16260","55010",13
"16261","55011",1
"16262","55012",3
"16263","55013",1
"16264","55014",1
"16265","55015",2
"16266","55017",1
"16267","55024",1
"16268","55025",2
"16269","55027",1
"16270","55029",73
"16271","55031",1
"16272","55032",1
"16273","55035",1
"16274","55036",1
"16275","55041",1
"16276","55042",3
"16277","55043",16
"16278","55045",6
"16279","55047",1
"16280","55049",1
"16281","55053",1
"16282","55054",2
"16283","55059",1
"16284","55060",2
"16285","55063",10
"16286","55067",1
"16287","55070",1
"16288","55071",1
"16289","55073",2
"16290","55075",1
"16291","55077",1
"16292","55079",1
"16293","55083",3
"16294","55084",1
"16295","55087",1
"16296","55088",1
"16297","55094",2
"16298","55097",4
"16299","55099",1
"16300","55101",2
"16301","55102",3
"16302","55105",1
"16303","55108",1
"16304","55109",1
"16305","55110",3
"16306","55111",4
"16307","55113",1
"16308","55117",6
"16309","55120",4
"16310","55121",1
"16311","55122",31
"16312","55123",7
"16313","55128",1
"16314","55132",13
"16315","55134",1
"16316","55141",3
"16317","55144",3
"16318","55145",2
"16319","55146",1
"16320","55148",2
"16321","55150",1
"16322","55153",1
"16323","55154",4
"16324","55155",2
"16325","55158",7
"16326","55159",1
"16327","55162",1
"16328","55165",1
"16329","55166",3
"16330","55167",1
"16331","55168",1
"16332","55169",2
"16333","55171",2
"16334","55172",2
"16335","55175",1
"16336","55178",1
"16337","55179",1
"16338","55180",1
"16339","55181",14
"16340","55184",4
"16341","55185",1
"16342","55186",10
"16343","55191",1
"16344","55193",4
"16345","55196",1
"16346","55197",3
"16347","55198",4
"16348","55199",1
"16349","55200",1
"16350","55202",1
"16351","55212",1
"16352","55215",8
"16353","55224",1
"16354","55225",1
"16355","55228",3
"16356","55229",4
"16357","55232",1
"16358","55236",2
"16359","55237",1
"16360","55242",2
"16361","55243",1
"16362","55244",1
"16363","55245",1
"16364","55246",2
"16365","55248",1
"16366","55251",1
"16367","55253",4
"16368","55255",3
"16369","55256",1
"16370","55258",2
"16371","55260",1
"16372","55261",1
"16373","55262",2
"16374","55263",1
"16375","55264",2
"16376","55265",1
"16377","55267",2
"16378","55268",5
"16379","55269",1
"16380","55276",1
"16381","55278",1
"16382","55279",2
"16383","55281",2
"16384","55282",2
"16385","55286",1
"16386","55288",5
"16387","55290",1
"16388","55291",16
"16389","55292",1
"16390","55293",1
"16391","55296",4
"16392","55298",2
"16393","55300",1
"16394","55302",6
"16395","55303",1
"16396","55304",1
"16397","55306",1
"16398","55311",1
"16399","55316",3
"16400","55324",1
"16401","55325",1
"16402","55327",4
"16403","55333",2
"16404","55336",1
"16405","55338",1
"16406","55339",1
"16407","55340",1
"16408","55341",1
"16409","55347",2
"16410","55351",8
"16411","55352",1
"16412","55355",1
"16413","55358",1
"16414","55360",1
"16415","55362",1
"16416","55364",4
"16417","55366",5
"16418","55367",1
"16419","55368",1
"16420","55369",1
"16421","55372",2
"16422","55378",3
"16423","55382",1
"16424","55383",3
"16425","55385",6
"16426","55386",3
"16427","55388",2
"16428","55391",1
"16429","55398",7
"16430","55401",2
"16431","55404",1
"16432","55405",1
"16433","55408",1
"16434","55411",1
"16435","55412",2
"16436","55414",1
"16437","55416",1
"16438","55419",1
"16439","55421",2
"16440","55423",1
"16441","55426",2
"16442","55427",9
"16443","55433",1
"16444","55435",2
"16445","55442",3
"16446","55443",1
"16447","55444",2
"16448","55449",1
"16449","55452",1
"16450","55453",1
"16451","55457",2
"16452","55458",1
"16453","55459",2
"16454","55461",2
"16455","55462",4
"16456","55463",18
"16457","55465",1
"16458","55466",2
"16459","55467",6
"16460","55468",1
"16461","55471",1
"16462","55474",2
"16463","55475",1
"16464","55476",4
"16465","55477",2
"16466","55482",1
"16467","55487",1
"16468","55488",1
"16469","55490",2
"16470","55492",4
"16471","55493",1
"16472","55494",1
"16473","55495",2
"16474","55496",6
"16475","55497",2
"16476","55498",2
"16477","55500",3
"16478","55501",3
"16479","55502",9
"16480","55505",7
"16481","55507",3
"16482","55508",1
"16483","55509",1
"16484","55510",2
"16485","55511",2
"16486","55512",2
"16487","55514",2
"16488","55516",2
"16489","55517",3
"16490","55518",1
"16491","55519",4
"16492","55520",5
"16493","55521",1
"16494","55526",1
"16495","55527",4
"16496","55531",2
"16497","55532",1
"16498","55533",10
"16499","55537",1
"16500","55541",2
"16501","55543",3
"16502","55545",78
"16503","55546",1
"16504","55551",11
"16505","55553",6
"16506","55566",1
"16507","55567",1
"16508","55568",1
"16509","55570",2
"16510","55571",2
"16511","55573",9
"16512","55579",1
"16513","55582",1
"16514","55583",2
"16515","55586",3
"16516","56001",16
"16517","56002",15
"16518","56003",45
"16519","56004",11
"16520","56005",21
"16521","56006",3
"16522","56007",96
"16523","56008",38
"16524","56009",3
"16525","56010",29
"16526","56011",3
"16527","56012",10
"16528","56013",23
"16529","56014",5
"16530","56015",8
"16531","56016",3
"16532","56017",20
"16533","56018",6
"16534","56020",4
"16535","56021",5
"16536","56022",8
"16537","56023",51
"16538","56024",8
"16539","56026",14
"16540","56027",2
"16541","56028",12
"16542","56029",10
"16543","56030",8
"16544","56031",18
"16545","56032",7
"16546","56033",11
"16547","56034",47
"16548","56035",3
"16549","56036",48
"16550","56039",8
"16551","56040",14
"16552","56041",11
"16553","56042",11
"16554","56043",7
"16555","56044",5
"16556","56045",1
"16557","56046",36
"16558","56047",2
"16559","56048",3
"16560","56050",5
"16561","56051",2
"16562","56052",8
"16563","56053",30
"16564","56054",23
"16565","56055",8
"16566","56056",2
"16567","56057",17
"16568","56058",11
"16569","56059",3
"16570","56060",3
"16571","56061",28
"16572","56062",7
"16573","56063",9
"16574","56066",17
"16575","56067",16
"16576","56068",1
"16577","56069",22
"16578","56070",8
"16579","56071",6
"16580","56072",1
"16581","56073",10
"16582","56074",11
"16583","56075",32
"16584","56076",3
"16585","56077",8
"16586","56078",56
"16587","56079",7
"16588","56080",7
"16589","56081",9
"16590","56082",3
"16591","56083",56
"16592","56084",6
"16593","56087",7
"16594","56088",4
"16595","56089",9
"16596","56090",29
"16597","56091",14
"16598","56092",3
"16599","56093",2
"16600","56094",43
"16601","56096",15
"16602","56097",23
"16603","56098",85
"16604","56099",5
"16605","56100",12
"16606","56101",38
"16607","56102",5
"16608","56103",1
"16609","56105",4
"16610","56106",10
"16611","56107",54
"16612","56108",4
"16613","56109",6
"16614","56110",4
"16615","56111",2
"16616","56112",4
"16617","56113",4
"16618","56114",5
"16619","56115",4
"16620","56116",15
"16621","56117",21
"16622","56118",22
"16623","56119",21
"16624","56120",10
"16625","56121",239
"16626","56122",11
"16627","56123",15
"16628","56124",17
"16629","56125",12
"16630","56126",17
"16631","56127",9
"16632","56128",7
"16633","56129",9
"16634","56130",10
"16635","56131",5
"16636","56132",10
"16637","56133",1
"16638","56134",7
"16639","56135",13
"16640","56136",3
"16641","56137",18
"16642","56138",7
"16643","56139",4
"16644","56140",18
"16645","56141",10
"16646","56143",32
"16647","56144",11
"16648","56145",3
"16649","56146",5
"16650","56147",29
"16651","56148",8
"16652","56149",10
"16653","56151",20
"16654","56152",33
"16655","56153",14
"16656","56154",5
"16657","56155",16
"16658","56156",3
"16659","56157",11
"16660","56158",42
"16661","56159",7
"16662","56160",7
"16663","56161",18
"16664","56162",69
"16665","56163",11
"16666","56164",48
"16667","56165",38
"16668","56166",31
"16669","56167",13
"16670","56168",28
"16671","56169",42
"16672","56170",8
"16673","56171",10
"16674","56172",11
"16675","56173",12
"16676","56174",11
"16677","56175",28
"16678","56176",38
"16679","56177",55
"16680","56178",68
"16681","56179",21
"16682","56180",5
"16683","56181",18
"16684","56182",5
"16685","56184",37
"16686","56185",31
"16687","56186",41
"16688","56188",9
"16689","56189",4
"16690","56190",5
"16691","56191",2
"16692","56193",23
"16693","56194",6
"16694","56195",11
"16695","56196",6
"16696","56197",8
"16697","56198",7
"16698","56199",2
"16699","56200",9
"16700","56201",11
"16701","56202",4
"16702","56203",6
"16703","56204",2
"16704","56205",5
"16705","56206",66
"16706","56207",5
"16707","56208",3
"16708","56209",2
"16709","56210",3
"16710","56212",8
"16711","56213",6
"16712","56214",11
"16713","56215",5
"16714","56216",1
"16715","56218",2
"16716","56219",4
"16717","56220",4
"16718","56221",6
"16719","56222",12
"16720","56223",7
"16721","56224",3
"16722","56225",3
"16723","56226",3
"16724","56227",3
"16725","56228",5
"16726","56229",6
"16727","56230",4
"16728","56231",27
"16729","56232",6
"16730","56233",21
"16731","56234",15
"16732","56236",2
"16733","56237",7
"16734","56238",2
"16735","56239",7
"16736","56240",62
"16737","56241",11
"16738","56242",2
"16739","56243",54
"16740","56244",15
"16741","56245",4
"16742","56246",9
"16743","56247",17
"16744","56248",41
"16745","56249",18
"16746","56250",3
"16747","56251",45
"16748","56252",9
"16749","56253",3
"16750","56254",5
"16751","56255",11
"16752","56256",2
"16753","56257",2
"16754","56258",26
"16755","56259",8
"16756","56260",238
"16757","56261",8
"16758","56262",25
"16759","56263",7
"16760","56264",2
"16761","57001",1
"16762","57002",1
"16763","57003",2
"16764","57004",2
"16765","57006",2
"16766","57007",3
"16767","57008",2
"16768","57010",2
"16769","57011",1
"16770","57012",24
"16771","57013",5
"16772","57014",1
"16773","57015",2
"16774","57016",2
"16775","57017",7
"16776","57019",42
"16777","57020",2
"16778","57021",14
"16779","57022",4
"16780","57025",2
"16781","57026",3
"16782","57027",2
"16783","57028",6
"16784","57029",2
"16785","57030",2
"16786","57031",4
"16787","57032",24
"16788","57033",1
"16789","57036",1
"16790","57037",3
"16791","57038",21
"16792","57039",22
"16793","57040",2
"16794","57041",9
"16795","57042",2
"16796","57043",6
"16797","57045",2
"16798","57046",1
"16799","57047",6
"16800","57048",1
"16801","57049",33
"16802","57051",5
"16803","57052",1
"16804","57057",2
"16805","57058",22
"16806","57060",7
"16807","57061",8
"16808","57062",1
"16809","57063",1
"16810","57064",1
"16811","57065",1
"16812","57066",1
"16813","57067",10
"16814","57070",3
"16815","57071",1
"16816","57072",4
"16817","57073",2
"16818","57074",2
"16819","57075",5
"16820","57076",4
"16821","57081",1
"16822","57083",1
"16823","57084",1
"16824","57085",1
"16825","57086",1
"16826","57087",1
"16827","57089",24
"16828","57091",4
"16829","57092",2
"16830","57093",2
"16831","57095",3
"16832","57096",5
"16833","57097",37
"16834","57098",1
"16835","57101",7
"16836","57102",13
"16837","57104",5
"16838","57106",23
"16839","57107",1
"16840","57108",3
"16841","57109",7
"16842","57110",2
"16843","57111",3
"16844","57113",6
"16845","57114",1
"16846","57115",2
"16847","57116",3
"16848","57117",1
"16849","57119",11
"16850","57122",4
"16851","57123",15
"16852","57124",13
"16853","57125",1
"16854","57126",2
"16855","57127",1
"16856","57129",3
"16857","57130",1
"16858","57132",13
"16859","57133",1
"16860","57134",11
"16861","57136",2
"16862","57137",7
"16863","57138",1
"16864","57139",2
"16865","57140",1
"16866","57142",3
"16867","57143",20
"16868","57144",14
"16869","57145",4
"16870","57146",8
"16871","57147",1
"16872","57148",2
"16873","57149",1
"16874","57150",4
"16875","57151",1
"16876","57153",16
"16877","57154",3
"16878","57155",18
"16879","57156",6
"16880","57158",2
"16881","57159",25
"16882","57160",52
"16883","57162",3
"16884","57163",9
"16885","57166",2
"16886","57168",4
"16887","57169",4
"16888","57171",7
"16889","57172",2
"16890","57173",1
"16891","57175",2
"16892","57176",11
"16893","57177",18
"16894","57178",2
"16895","57179",5
"16896","57180",1
"16897","57182",2
"16898","57186",4
"16899","57187",3
"16900","57188",3
"16901","57190",4
"16902","57191",2
"16903","57192",5
"16904","57193",13
"16905","57194",4
"16906","57195",2
"16907","57196",2
"16908","57197",2
"16909","57198",2
"16910","57199",2
"16911","57200",5
"16912","57201",2
"16913","57202",1
"16914","57203",1
"16915","57204",4
"16916","57205",10
"16917","57206",43
"16918","57207",34
"16919","57208",11
"16920","57209",23
"16921","57210",3
"16922","57211",8
"16923","57212",6
"16924","57213",4
"16925","57215",3
"16926","57217",7
"16927","57218",10
"16928","57220",1
"16929","57221",50
"16930","57222",9
"16931","57224",18
"16932","57226",17
"16933","57227",86
"16934","57228",2
"16935","57229",3
"16936","57230",2
"16937","57231",1
"16938","57232",3
"16939","57234",4
"16940","57235",1
"16941","57236",1
"16942","57237",1
"16943","57239",4
"16944","57240",51
"16945","57241",2
"16946","57242",9
"16947","57244",2
"16948","57245",1
"16949","57246",1
"16950","57249",2
"16951","57250",8
"16952","57251",3
"16953","57253",5
"16954","57254",5
"16955","57255",2
"16956","57256",4
"16957","57260",11
"16958","57261",8
"16959","57262",2
"16960","57263",4
"16961","57268",1
"16962","57269",20
"16963","57273",2
"16964","57275",3
"16965","57281",2
"16966","57282",1
"16967","57283",58
"16968","57286",1
"16969","57287",8
"16970","57288",11
"16971","57289",15
"16972","57290",3
"16973","57291",1
"16974","57296",7
"16975","57297",1
"16976","57298",2
"16977","57299",4
"16978","57301",1
"16979","57302",2
"16980","57303",7
"16981","57305",2
"16982","57306",59
"16983","57307",1
"16984","57308",1
"16985","57309",1
"16986","57310",2
"16987","57311",4
"16988","57312",3
"16989","57314",4
"16990","57316",5
"16991","57318",2
"16992","57320",1
"16993","57321",3
"16994","57322",2
"16995","57323",33
"16996","57324",1
"16997","57325",7
"16998","57326",3
"16999","57328",2
"17000","57329",3
"17001","57330",4
"17002","57331",6
"17003","57332",30
"17004","57333",6
"17005","57335",1
"17006","57336",23
"17007","57337",1
"17008","57339",3
"17009","57340",6
"17010","57341",2
"17011","57343",11
"17012","57344",2
"17013","57346",5
"17014","57347",1
"17015","57348",3
"17016","57350",11
"17017","57351",4
"17018","57352",1
"17019","57354",1
"17020","57355",1
"17021","57356",7
"17022","57357",1
"17023","57358",4
"17024","57359",4
"17025","57360",9
"17026","57361",5
"17027","57362",3
"17028","57364",1
"17029","57365",2
"17030","57367",2
"17031","57368",16
"17032","57370",10
"17033","57371",3
"17034","57372",4
"17035","57373",2
"17036","57375",1
"17037","57377",1
"17038","57379",4
"17039","57381",3
"17040","57382",3
"17041","57383",1
"17042","57384",4
"17043","57385",5
"17044","57386",2
"17045","57387",2
"17046","57389",1
"17047","57390",5
"17048","57392",6
"17049","57393",1
"17050","57394",3
"17051","57396",7
"17052","57397",1
"17053","57398",4
"17054","57399",2
"17055","57403",1
"17056","57404",1
"17057","57405",1
"17058","57407",3
"17059","57409",3
"17060","57410",1
"17061","57411",3
"17062","57412",31
"17063","57413",13
"17064","57414",6
"17065","57415",11
"17066","57416",3
"17067","57418",4
"17068","57419",3
"17069","57421",1
"17070","57422",10
"17071","57424",1
"17072","57425",4
"17073","57426",3
"17074","57427",4
"17075","57428",13
"17076","57430",3
"17077","57431",4
"17078","57433",38
"17079","57437",2
"17080","57438",4
"17081","57440",1
"17082","57441",8
"17083","57443",29
"17084","57444",3
"17085","57445",1
"17086","57446",1
"17087","57447",53
"17088","57448",1
"17089","57449",6
"17090","57452",8
"17091","57453",1
"17092","57454",9
"17093","57455",2
"17094","57456",4
"17095","57457",1
"17096","57460",6
"17097","57461",4
"17098","57462",3
"17099","57463",350
"17100","57464",8
"17101","57465",6
"17102","57467",2
"17103","57468",3
"17104","57469",1
"17105","57471",2
"17106","57474",31
"17107","57475",4
"17108","57476",2
"17109","57477",6
"17110","57478",1
"17111","57480",83
"17112","57481",10
"17113","57482",9
"17114","57483",19
"17115","57484",16
"17116","57487",30
"17117","57488",1
"17118","57489",1
"17119","57491",30
"17120","57492",3
"17121","57493",1
"17122","57494",1
"17123","57496",3
"17124","57497",2
"17125","57498",12
"17126","57499",7
"17127","57505",5
"17128","57506",2
"17129","57507",2
"17130","57508",21
"17131","57509",3
"17132","57510",6
"17133","57511",9
"17134","57512",2
"17135","57513",2
"17136","57514",5
"17137","57515",11
"17138","57516",2
"17139","57518",1
"17140","57521",10
"17141","57525",1
"17142","57526",2
"17143","57527",1
"17144","57528",1
"17145","57529",9
"17146","57530",3
"17147","57531",1
"17148","57533",5
"17149","57534",15
"17150","57535",9
"17151","57536",1
"17152","57537",26
"17153","57538",4
"17154","57539",1
"17155","57540",33
"17156","57541",1
"17157","57542",4
"17158","57543",11
"17159","57544",2
"17160","57545",12
"17161","57546",9
"17162","57547",7
"17163","57548",1
"17164","57549",4
"17165","57550",6
"17166","57552",4
"17167","57553",3
"17168","57554",3
"17169","57556",20
"17170","57557",3
"17171","57560",2
"17172","57561",1
"17173","57562",2
"17174","57563",1
"17175","57564",4
"17176","57565",2
"17177","57566",15
"17178","57567",1
"17179","57568",8
"17180","57569",3
"17181","57570",1
"17182","57571",6
"17183","57572",12
"17184","57574",1
"17185","57575",9
"17186","57576",2
"17187","57577",2
"17188","57578",1
"17189","57580",1
"17190","57582",9
"17191","57584",2
"17192","57585",1
"17193","57587",4
"17194","57588",5
"17195","57589",11
"17196","57591",37
"17197","57592",1
"17198","57593",5
"17199","57594",1
"17200","57596",10
"17201","57597",10
"17202","57598",8
"17203","57599",1
"17204","57600",6
"17205","57601",12
"17206","57602",12
"17207","57603",1
"17208","57604",2
"17209","57606",78
"17210","57607",6
"17211","57610",2
"17212","57611",3
"17213","57613",1
"17214","57614",2
"17215","57615",2
"17216","57616",25
"17217","57617",1
"17218","57618",1
"17219","57619",2
"17220","57620",17
"17221","57621",1
"17222","57622",7
"17223","57624",5
